1019.72202 1001.85495 1000.80523 1010.43004 1043.71280 1057.90028 1057.74392 1063.44116 1060.59612 1052.76807 1057.69054 1067.83285 1049.02596 1061.33922 1043.48983 1053.84655 1058.91423 1042.68915 1049.16799 1049.60928 1043.84711 1035.72955 1040.41862 1053.37272 1039.00841 1012.52358 1000.26196 1005.01393 1005.25600 1000.13309 1007.25798 1001.44855 1000.75309 1000.13629 1000.54192 1001.20242 1001.56344 1000.15457 1002.18824 1000.30874 1002.03893 1003.73458 1002.08589 1000.73060 1000.43981 1000.67867 1004.46323 1000.56255 1003.79182 1008.32567
1024.09970 1065.07948 1057.05704 1035.76245 1054.34629 1045.02956 1038.22343 1052.54360 1045.45371 1059.35033 1051.79420 1046.43379 1033.39499 1030.44929 1042.53631 1043.64303 1010.38354 1002.66386 998.86176 999.71259 999.15938 998.79116 999.26501 999.86655 1005.18830 999.97284 1031.93236 1054.33150 1073.16280 1048.01260 1054.04310 1053.63797 1070.85457 1048.28438 1049.55785 1055.65283 1047.59026 1060.50824 1058.46933 1059.43153 1045.28335 1050.13917 1046.57569 1044.47388 1052.60169 1059.86441 1036.01247 1056.29155 1056.18538 1050.20094
1013.45191 1013.99669 1050.87886 1044.76106 1058.43815 1050.80685 1044.71569 1044.17026 1048.36598 1041.95078 1044.41726 1033.95992 1043.54718 1050.03397 1046.51301 1051.36693 1054.16719 1027.56578 1000.71507 999.87025 1002.93010 1001.91656 1029.02411 1050.71411 1014.40395 999.97148 1000.00000 1006.09232 1031.44607 1003.32843 1000.18642 1000.22179 1000.00000 1000.00000 1000.00000 1023.46048 1047.36174 1052.35608 1044.84387 1048.94653 1054.41384 1048.44441 1050.21291 1056.73118 1053.47690 1039.05521 1054.07402 1048.90671 1040.95864 1044.89173
1024.19889 1002.95855 999.62985 999.98284 1019.09898 1030.67808 1032.16105 1047.64317 1047.89348 1030.41844 1001.30135 1037.19106 1000.49743 999.77815 999.96526 1000.16707 999.82092 1022.35267 1015.56410 999.52245 999.05922 1000.52248 1026.74164 999.67340 1014.85679 1003.80628 1011.44227 1006.57992 1003.26361 1000.00000 1000.00000 1013.88391 1005.33833 1001.29462 1021.74851 1001.28798 1000.00000 1000.00000 1003.35520 1003.74402 1028.56594 999.30548 1016.68019 1005.83078 1018.95466 1053.83341 1022.40657 1042.57573 1051.52415 1037.52691
1017.29490 1005.40660 1001.10258 1000.08889 1016.92051 1057.85971 1047.07510 1045.58615 1039.41916 1050.13212 1049.17894 1031.77005 1036.55060 1027.17338 1036.43271 1032.44363 1046.98424 1039.09332 1043.01815 1031.95983 1039.17782 1057.10913 1037.23530 1060.97451 1046.32160 1044.69267 1039.04254 1048.29475 1047.66103 1045.24082 1050.84933 1030.77481 1042.64071 1051.63585 1054.72050 1036.68945 1055.69968 1032.34090 1048.01484 1022.76233 1039.15018 1055.81758 1048.19836 1039.67526 1040.02146 1043.85839 1048.57157 1052.03099 1037.85125 1041.82119
1041.53593 1045.03947 1065.81919 1057.64258 1054.24122 1051.49722 1042.80234 1045.48016 1048.20588 1044.37293 1048.04210 1055.64830 1043.55253 1051.17115 1045.20609 1035.94747 1048.75922 1046.36472 1056.89273 1045.12165 1044.08317 1038.76097 1046.89727 1050.30813 1045.16945 1064.23155 1044.67871 1047.47629 1047.01446 1039.95404 1038.71192 1043.77603 1047.16326 1045.55865 1054.29414 1040.82390 1044.85368 1027.77594 1049.49954 1040.77866 1042.37338 1043.35975 1051.26313 1045.22088 1052.76431 1051.23494 1039.84112 1035.36834 1033.94426 1046.19992
1019.98100 1000.06771 1000.07049 1000.00000 1000.00000 1023.85464 1043.37640 1051.10371 1046.22805 1062.99985 1034.26883 1046.57641 1031.96866 1043.71800 1027.76668 1056.37726 1049.90607 1043.79576 1047.78810 1058.72439 1062.89490 1051.43836 1039.10262 1054.38430 1041.79314 1039.39197 1040.52086 1047.50413 1044.50814 1033.94350 1048.01821 1043.07540 1043.64691 1047.23168 1056.30763 1053.10624 1044.96392 1042.85271 1059.95300 1043.38627 1050.35483 1041.28480 1060.83833 1041.41989 1048.29320 1057.98190 1046.94330 1049.16207 1050.52122 1047.29416
1009.38464 1000.16948 1009.18946 1000.65493 1000.00000 1000.00000 1000.00000 1000.00000 1014.32659 1010.22006 999.66863 1004.88542 1031.98292 1025.52612 1000.25603 1000.03835 1000.68130 1001.95734 1000.09808 1000.40867 1000.35562 1010.28051 1000.31325 1007.84565 1000.41554 1001.06203 1000.49352 1000.08009 1001.10277 1007.89129 999.35370 1003.97926 1013.52896 1011.93689 1000.01276 1000.54910 999.94608 1011.21114 1005.77737 1001.42671 1005.82479 999.26653 999.98636 1001.25426 1004.32337 1008.27627 1006.03784 1010.06783 1007.43470 1000.48169
1018.19587 1000.53124 999.90390 1006.74604 1037.31539 1060.62123 1037.07977 1009.29528 1000.61873 1000.08942 1005.75915 1000.09398 1025.85954 999.35155 1000.01447 1000.00000 1004.51992 1012.46364 1000.95058 1001.00156 1001.57280 1000.52603 1000.13655 1000.08447 1000.25806 1000.02112 1000.18903 1003.36808 1008.24571 1000.91853 1000.47469 1002.00949 1006.20489 1000.52597 1008.37480 1001.86487 1000.80743 1013.69075 1003.45119 1001.49173 1010.71930 1000.76673 1013.49821 1003.23811 1000.12144 1000.07063 1000.06030 1000.32145 1007.45038 1013.83363
1041.37581 1043.18208 1036.27429 1067.83766 1034.91272 1038.54917 1050.28939 1052.16188 1048.22163 1041.93432 1059.06696 1053.73666 1052.45302 1047.81109 1044.18055 1054.45083 1038.14601 1052.30146 1045.75671 1051.26831 1040.17316 1050.17856 1053.75358 1048.06316 1043.41700 1045.15236 1048.29233 1050.59598 1045.26647 1035.74942 1038.91414 1042.68268 1044.73502 1052.12988 1059.01738 1042.25941 1061.22351 1039.61239 1062.49051 1058.34582 1033.77273 1055.34336 1042.82779 1044.48472 1042.29699 1056.49787 1038.53874 1050.40367 1046.53153 1045.47319
