1095.44971 1090.85560 1002.35838 1000.00000 1003.21039 1000.56558 1000.00000 1000.00000 1011.44431 1009.46652 1091.40671 1099.56623 1108.07812 1077.43921 1098.61689 1102.74657 1095.52462 1100.34372 1111.83023 1107.51833 1108.15130 1098.05088 1000.22081 1032.47641 1018.14960 999.43996 1055.39363 1073.99897 1009.10736 1004.95299 1012.60826 999.46732 1009.85060 1003.07241 1008.60980 1005.58082 1007.62064 1092.31177 1026.74727 1042.12332 1082.40250 1000.82668 999.94770 1011.95891 1000.00000 1011.84352 1003.69711 1000.00000 1002.55049 999.90089
1092.35596 1087.20392 1101.32811 1099.04566 1094.26196 1103.72553 1076.98940 1108.28857 1106.77287 1082.13446 1116.54979 1100.50291 1096.75168 1114.80061 1115.55946 1101.47772 1111.80386 1102.72662 1100.67622 1125.98161 1089.02876 1092.77619 1094.34151 1142.43844 1093.70250 1113.62367 1112.95528 1105.83151 1113.34433 1094.74115 1105.92198 1097.66153 1126.11058 1120.35799 1117.01917 1117.11174 1098.42267 1094.68906 1100.80265 1105.07957 1111.40528 1126.40048 1110.32397 1096.72723 1102.85675 1120.89813 1101.84373 1102.68079 1091.11946 1115.97231
1091.91195 1098.46742 1102.14761 1113.29026 1104.53654 1093.39674 1106.47234 1120.13702 1106.51858 1116.59606 1090.49344 1088.12555 1094.96335 1122.51658 1102.50788 1085.19388 1093.24924 1117.52249 1108.96126 1101.46837 1084.73198 1124.44435 1091.49799 1097.16404 1096.87639 1105.72581 1023.43348 1108.37954 1036.91222 1000.00000 1092.22039 1111.43242 1095.69655 1087.85730 1084.09467 1104.09489 1095.38750 1108.65276 1085.63929 1114.87676 1107.86662 1107.25506 1031.43997 1116.49694 1050.64996 1107.52619 1030.12849 1009.53105 1024.08310 1009.00190
1005.62427 1012.75956 999.83232 1006.37617 1000.00895 1006.44559 999.87198 1102.34645 1094.78171 1094.49259 1040.30772 1000.02736 1014.85043 1002.88917 1002.75073 1077.02730 1091.16701 1025.51679 999.58487 999.92536 1050.46277 1059.82874 1094.48433 1113.97226 1116.47126 1085.02334 1118.40362 1110.54586 1088.16585 1124.42427 1106.09102 1099.39334 1111.03299 1106.04355 1105.02936 1106.22936 1114.39532 1090.47958 1098.47004 1101.76575 1094.21790 1095.92779 1115.63818 1123.70520 1086.91765 1047.75530 1006.30264 1005.55831 1029.80928 1105.87843
1012.04566 1098.60530 1116.84397 1076.54062 1098.32618 1072.44544 1112.99802 1118.61953 1099.88674 1130.28398 1111.95948 1098.57804 1114.62523 1117.86382 1094.49113 1115.41274 1125.62647 1107.89824 1129.36540 1124.26164 1100.85272 1090.33705 1113.74270 1067.56994 1005.54945 999.41094 1092.62194 1038.41810 1007.94390 998.94987 1061.61968 1062.37336 1116.61436 1035.31459 1098.67984 1103.67910 1135.72290 1115.27153 1120.89289 1021.93762 1040.12985 1022.52018 1069.93422 1006.63142 1005.14805 1024.33189 1009.34425 1011.84449 1019.75131 1013.87509
1089.84893 1127.35854 1082.72056 1106.41262 1088.27870 1103.57173 1106.04686 1080.80064 1100.93566 1092.38713 1106.70397 1093.62229 1094.04840 1096.29799 1084.41180 1101.93285 1102.43240 1105.19343 1084.02154 1112.38716 1105.41304 1108.98883 1088.51582 1098.87944 1097.74386 1088.52815 1084.57228 1092.75312 1102.48796 1116.35798 1082.33142 1095.13093 1097.39066 1077.67782 1083.15099 1105.89136 1100.72843 1105.18478 1089.68145 1107.05581 1104.58939 1115.80042 1106.14921 1129.82765 1098.39313 1086.60465 1108.37185 1109.86232 1110.22446 1095.65413
1020.75103 1021.52336 1000.84377 1020.41951 1009.13084 1007.46128 1000.00000 1013.24957 1015.41103 1004.73009 1001.19227 1009.23437 1010.17294 1015.55276 999.79021 999.75503 1014.34812 1007.44681 1124.47072 1086.65399 1094.73304 1053.47942 1087.42296 1119.20993 1015.04296 1000.06139 1000.51751 1000.34507 1000.84928 1007.46030 1000.03974 1024.92300 1032.25097 1002.38737 1005.40560 1031.89028 1086.48260 999.48979 1000.00000 1028.82065 1103.89613 1089.60992 1000.56004 1010.76860 1088.71231 1116.52058 1104.92854 1119.98075 1096.51922 1090.17790
1010.08740 999.97952 1025.93948 1011.76053 1002.32924 1022.97128 1002.94916 1018.43271 1018.73326 1011.11900 1003.19474 1004.09587 999.80732 1013.69573 1000.01861 999.70050 1000.03307 1000.02584 1000.01234 1008.30869 1010.46871 1014.07418 1009.39581 1101.97419 1102.66534 1112.08851 1091.30493 1108.41492 1109.67419 1079.84958 1006.93957 1028.70257 1014.68414 1011.01273 1004.75493 999.95257 1010.17860 1013.76943 1007.71987 999.15770 1000.00000 1004.19243 1017.61247 1013.99197 1000.13269 1000.02430 1007.91232 1085.38227 1049.36019 1013.47521
1028.41714 1054.77461 1103.77975 1098.13182 1071.16940 1010.16772 1007.32053 1011.70106 999.63769 998.83931 1005.99859 999.51554 1000.04386 1000.00000 1000.00000 1002.06401 1000.50326 1000.00000 1001.74105 1006.36966 1003.15677 1000.19854 1009.20405 1010.35026 1012.38507 1005.13389 1004.92276 1010.42319 1007.29602 999.99912 1006.52473 1003.56237 1000.00000 1008.50653 1004.56187 1045.05557 1110.26172 1073.44964 1105.36561 1095.72377 1086.85449 1102.56509 1092.51165 1101.05424 1105.38307 1095.50032 1116.27983 1102.89521 1077.98583 1104.31529
1092.43413 1117.18796 1082.99308 1085.30233 1094.01819 1083.64830 1104.06286 1086.72079 1082.40055 1095.29697 1088.67534 1089.19951 1096.67431 1092.34754 1086.05401 1103.42213 1094.64326 1097.32216 1119.13973 1108.54804 1090.46351 1078.27813 1089.92893 1065.54330 1088.64099 1086.84111 1093.37709 1084.75602 1102.69499 1091.63541 1079.65761 1101.03976 1094.66533 1100.44169 1079.43712 1093.15547 1079.62341 1095.29371 1080.75467 1095.70370 1078.87855 1061.36661 1070.05425 1119.71258 1110.11307 1109.82090 1073.70921 1108.01685 1110.87708 1092.17360
