epoch,cagr,volatility
0.0,0.3349636885304692,0.27355093789022467
0.0,0.3692168805294196,0.2687561461617415
0.0,0.29482885146240667,0.26503657015579485
0.0,0.287947377044135,0.26667529095069675
0.0,0.23806964372701644,0.26454893886340497
0.0,0.26424106835279404,0.2694344271889945
0.0,0.22130035638403145,0.2691286351847957
0.0,0.3065061164523746,0.2637225769343126
0.0,0.17162268208116482,0.262913213615759
0.0,0.2487553841072614,0.2622201257988333
0.0,0.2895441499761233,0.2650425474189631
0.0,0.2562580541440038,0.2659080436726027
0.0,0.20221291370096184,0.2614069357914647
0.0,0.18611276552077238,0.26074752767243664
0.0,0.2437852080556886,0.25903698907529255
0.0,0.29311213655498736,0.2522464958822746
0.0,0.25952577299848345,0.25643785826255944
0.0,0.2891708414321523,0.24529724511427117
0.0,0.19703259485724112,0.24759317117845
0.0,0.19271645543904348,0.2550100634174957
0.0,0.22562475895062817,0.2504666695365431
0.0,0.21427914992975716,0.2553589818053236
0.0,0.19733458563912998,0.24915363431157678
0.0,0.23932207484793233,0.25147982169228367
0.0,0.27060182253416865,0.25170457295285054
0.0,0.25722263961430714,0.25616135106500604
0.0,0.22941275407351847,0.25090653070509467
0.0,0.26787007481140623,0.2582552177673277
0.0,0.20205130137867267,0.2525059569735321
0.0,0.16984920715517915,0.2524388052978984
0.0,0.1466737144995338,0.25875887110650014
0.0,0.14828495804235908,0.25529268053787413
0.0,0.21859527158170722,0.25189335818452707
0.0,0.19669878591343726,0.2529885401715141
0.0,0.14278097272973067,0.2529644866893798
0.0,0.06680800166896583,0.25919436858252637
0.0,0.06563407422831835,0.26111055141934
0.0,0.03724718384755499,0.2565389402774766
0.0,0.11105726287912931,0.24850619391277007
0.0,0.04106414504321587,0.24854973142054387
0.0,0.042862321564960615,0.2529281491977377
0.0,0.03316847991367067,0.24684183181908964
0.0,0.0383669354801226,0.2471707150417091
0.0,0.02808246590690988,0.24924797172556093
0.0,0.0992540245617517,0.2449944097654597
0.0,0.11527114329554022,0.2416881689530034
0.0,0.10303643879643376,0.23882550050116638
0.0,0.15555009156534627,0.2332665544975539
0.0,0.1771603975612257,0.22698771001482929
0.0,0.20503320910367595,0.22631456046396642
0.0,0.21645353088880515,0.22450085118308682
0.0,0.16368519635911705,0.21556951754876247
0.0,0.2600541752681069,0.21992681937849784
0.0,0.21726916824588005,0.2186930810952291
0.0,0.2539152096291133,0.21587458423053407
0.0,0.20872008712309875,0.2172687402538064
0.0,0.22839045225360532,0.21071850628539976
0.0,0.24090760900835484,0.21207876233732315
0.0,0.16362817103442628,0.21270361406454683
0.0,0.2020318715858851,0.21162257111968
0.0,0.24236689869568462,0.21197458561216548
0.0,0.20598530827720785,0.21426271201462807
0.0,0.20637674645053483,0.21094373013535556
0.0,0.18693009710636277,0.2098666536415666
0.0,0.20981924858472212,0.21628086596549906
0.0,0.16999638348364465,0.21574917405647487
0.0,0.17391113934325286,0.21204875256490371
0.0,0.15486195520148227,0.21399247571954091
0.0,0.18061626132846653,0.21078380187428503
0.0,0.23670858200436684,0.21101660235681247
0.0,0.10662204145580945,0.2191437414548286
0.0,0.132149629203959,0.2221941362223874
0.0,0.07374152687325308,0.23435356534062507
0.0,0.08675449625047715,0.2320012002889522
0.0,0.06764037216780361,0.2267400668772293
0.0,0.11131179944897207,0.23135713923050677
0.0,0.13724722012435553,0.23510431471815432
0.0,0.04456276057727093,0.23376765447509146
0.0,0.10837337835647798,0.23634843978378475
0.0,0.15116853970929833,0.23350225174175165
0.0,0.17198298925729483,0.2277961112066509
0.0,0.1755687913989492,0.23016839411821835
0.0,0.13949511925382208,0.22694706690856584
0.0,0.16063075216089961,0.22102598080842362
0.0,0.276853978973149,0.22868148283936937
0.0,0.3186743788299311,0.22472856223705606
0.0,0.280826052262102,0.22111271106762712
0.0,0.16012875719868047,0.2591847985484699
0.0,0.253913449998419,0.2744391340235226
0.0,0.3160300894942696,0.26039762387857424
0.0,0.39948299753080074,0.27470347657047267
0.0,0.39885656694273064,0.2638560558231237
0.0,0.36346823388304417,0.276128725863823
0.0,0.43647248689976204,0.2830740810354609
0.0,0.37363656637466525,0.2895415800364598
0.0,0.37136077636032794,0.2953448119083999
0.0,0.4655614933028436,0.2946991680159881
0.0,0.41795191878452176,0.2949365749759983
0.0,0.34705249452197884,0.2892927206257154
0.0,0.31481750975667744,0.29295930714132823
0.0,0.33564600310836146,0.2942887915675936
0.0,0.3572427252203325,0.2980120212643838
1.0,0.3720521977614948,0.2764754730024698
1.0,0.3155943338682563,0.2731986834370268
1.0,0.30958508235589033,0.27501552431261644
1.0,0.24379273373486576,0.2665394225692162
1.0,0.28055714579359714,0.27119571808554094
1.0,0.3061477171558933,0.27433235157038205
1.0,0.2604194351506066,0.27795092443143277
1.0,0.2930190108407926,0.27145930534659485
1.0,0.28110658795935084,0.2717892426158704
1.0,0.2987692826978763,0.2731268401861831
1.0,0.25523618771939494,0.2708925605124952
1.0,0.19092771541039077,0.2697558599572942
1.0,0.1952464775458651,0.27041651408565326
1.0,0.235809674540155,0.2662052924483964
1.0,0.25847157145031363,0.26549345075355335
1.0,0.2540931493864427,0.2619184102905387
1.0,0.2422984932167196,0.26099232790804383
1.0,0.3033107718878696,0.258099699844513
1.0,0.2647273572489053,0.26136884896368273
1.0,0.19839365163129496,0.2591182168344411
1.0,0.20494256717483683,0.25740393745071716
1.0,0.23222763349536857,0.26085151280470825
1.0,0.23672700348223996,0.2600495321980453
1.0,0.23519604034498842,0.25933280395601777
1.0,0.23316130125955659,0.26085260478278255
1.0,0.2597346827976508,0.26372214697669905
1.0,0.28008175172382677,0.26644428485561805
1.0,0.253366591661488,0.2634646930674351
1.0,0.27096189520820424,0.2596996963540997
1.0,0.21450118857039424,0.25983004734574355
1.0,0.12124438070760069,0.25966842684825153
1.0,0.19907021385909118,0.26125210090111206
1.0,0.17012636039137052,0.2621611633454872
1.0,0.20940867934061225,0.25969033351421467
1.0,0.1368380756279315,0.2628540702135595
1.0,0.0702970243885277,0.2624755820377479
1.0,0.034810139651623384,0.2675169462070405
1.0,0.05729681781203144,0.26522304389199
