epoch,cagr,volatility
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.05524344380100077,0.08880728803173443
0.0,0.0,0.0
0.0,-0.022542328776238185,0.029730964027647497
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.05251371995386389,0.0344769079514958
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.015571216845906788,0.04055962575814982
0.0,0.0,0.0
0.0,0.11528859138166703,0.11224964682654319
0.0,-0.013605000384522947,0.4986351951241902
0.0,0.5030084548672262,0.12501905448708606
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.009053329726606552,0.03700303227555826
0.0,0.5065477820084063,0.2623866037359638
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.09349839211072086,0.05414369655643377
0.0,0.08293671083659304,0.05737353722572613
0.0,0.4409666807743058,0.11656224972109205
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.059469258147057724,0.06898708790568557
0.0,0.0,0.0
0.0,0.31674167443799006,0.10971317868591424
0.0,0.0,0.0
0.0,0.041325923980038315,0.045530081817816884
0.0,0.0,0.0
0.0,0.49975303950967365,0.08784679188972176
0.0,-0.14772008266403203,0.1247708546414344
0.0,0.0,0.0
0.0,0.1748534130789079,0.07074344525134878
0.0,-0.36175849743370947,0.21180688792739713
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.0395460462018864,0.07116920384469168
0.0,-0.09097176896363257,0.06657835469778145
0.0,0.0,0.0
0.0,0.019668980473531716,0.030664103395159355
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.11483334279956126,0.11707885252701472
0.0,0.0,0.0
0.0,0.023584515751464252,0.0315911152318928
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.12906956055574637,0.1275423198852601
0.0,-0.02378227570950875,0.022885635015048145
0.0,0.21150480688346085,0.07950299328227801
0.0,-0.2071462623110647,0.09931399655251887
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.01119141409711255,0.01121885328767335
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.051916214225621315,0.06764916984475744
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.2617195213926017,0.11025907792621409
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.060178686730039566,0.06626022125680288
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.12922317367686798,0.12815509018073787
0.0,0.0,0.0
0.0,-0.05882916274188865,0.08691270545840968
0.0,0.0,0.0
0.0,0.22717912837160736,0.10778277180382866
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.012715119592817903,0.05888493879809027
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.22049926350145,0.22873123809536564
0.0,-0.31933989806180574,0.22395219044706696
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.00744335660402462,0.03681364205670157
0.0,0.013124717078462744,0.03179385489792076
0.0,-0.09893257330040195,0.12941897825610327
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.19374305429886451,0.3212102477804468
0.0,-0.06914865444726759,0.049209308243080015
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.47772500776622295,0.21810721898612204
0.0,-0.19115246473865055,0.3052237544142098
0.0,0.00392782950060222,0.018603481728437603
0.0,0.0,0.0
0.0,-0.08831757131881357,0.04920747973765634
0.0,-0.5669667169273718,0.34512774977716176
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.5262520797573051,0.09441168893072711
0.0,-0.06187249906749637,0.08006955876787199
0.0,-0.21101120751503577,0.2731699695095913
0.0,-0.07654501362658817,0.0418291889280408
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.20038475074649698,0.3294312057540367
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
10.0,0.0,0.0
