1030.49605 1009.05605 1108.94958 1127.48980 1086.90367 1090.98768 1006.75458 1011.53450 999.89218 1026.53892 1101.58561 1024.25902 1006.98546 1094.60511 1106.42281 1113.88642 1070.06630 1121.38269 1104.25922 1084.43453 1121.85144 1096.02851 1103.35993 1091.74893 1099.34366 1119.97556 1131.85018 1067.40987 1120.65118 1123.43990 1113.08329 1113.49721 1099.10772 1119.52321 1087.23404 1097.12365 1104.57348 1116.36029 1106.19983 1122.00033 1115.51246 1094.67611 1093.72930 1115.77065 1097.41082 1083.85744 1037.77269 1108.45684 1110.83847 1121.96777
1011.46713 1000.05980 1011.54976 1038.97172 1094.04012 1077.46812 1000.54092 999.99172 1000.08457 1002.28133 1000.13700 998.88439 999.87360 1058.42642 1110.25534 1099.75670 1106.96320 1068.08148 1067.96302 1121.77449 1098.45170 1033.06597 1084.36457 1091.43490 1098.87476 1101.52149 1081.96981 1093.59817 1085.29023 1106.28662 1095.79380 1094.50387 1119.09953 1000.00726 1000.00000 1080.43757 1097.78176 1097.14025 1044.74403 1035.62652 1003.96183 1002.20296 1000.00455 1000.00000 1000.00000 1000.89643 999.78986 1000.00000 1005.34716 1009.04340
1081.28798 1121.91472 1096.35196 1089.43925 1080.74947 1104.39672 1081.05328 1096.53588 1133.43010 1109.39448 1108.94620 1119.28781 1105.48716 1102.14837 1093.27151 1084.27561 1000.71870 1113.50330 1098.74788 1102.86321 1116.70826 1102.39257 1111.34779 1062.93645 1097.00884 1098.95239 1083.70808 1045.89021 1122.57835 1098.48942 1011.76758 1000.28142 1013.47782 999.64088 1005.06668 1005.29616 1088.06336 1112.94711 1108.36549 1064.50818 1005.94570 1070.14744 1009.52249 1005.06768 1057.16327 1004.39545 999.11636 999.93390 1000.00000 1024.07643
1019.84007 1024.27159 1115.33268 1105.87944 1104.77455 1108.75870 1122.18724 1058.51554 1070.03057 1108.63636 1069.41142 1109.23664 1094.50017 1090.05329 1103.46512 1090.39942 1090.45097 1009.05870 1075.97001 1110.73338 1064.41326 1032.41446 1000.03304 1002.76317 1000.00000 1003.45160 998.97699 1000.02419 999.77034 1003.82508 999.48624 999.30589 999.80815 999.79199 1002.93588 1001.77522 999.09964 999.04287 1001.09636 1005.98128 1005.06733 998.78765 1000.41165 1003.20716 1002.53658 1000.02945 1004.97446 1000.06535 1000.00000 1000.00000
1001.33708 1000.02204 1029.13751 1084.42058 1120.47400 1113.66264 1113.19655 1037.95498 1003.00889 1108.25309 1058.30575 1003.79016 1006.14268 1112.33930 1107.52272 1050.92207 999.84464 1000.00000 1031.04801 1072.67902 1078.85649 1084.75793 1012.24948 1016.71322 1030.55565 1027.90873 998.11348 1014.80958 999.99700 1049.18110 1000.29462 1005.60120 1002.21896 1007.74369 1076.67908 1036.76500 1051.44715 1041.46766 1010.88109 1000.11578 1084.28168 1139.93325 1042.80087 1000.48628 1035.52501 1016.05676 1011.42768 1005.04878 1005.82389 1006.10965
1083.45095 1048.54932 1108.01252 1099.80274 1096.52627 1109.84745 1079.97254 1108.37963 1095.40514 1109.19180 1117.70823 1115.31886 1092.02940 1107.59047 1065.50377 1017.36260 1083.24854 1118.48755 1119.17615 1074.53715 1056.06457 1003.11533 1000.05831 1021.16464 1000.80766 1057.93918 1007.62533 1000.08051 1003.53600 1005.35155 1005.96150 1000.33268 1000.06248 1010.52544 1088.61648 1125.63040 1112.84756 998.88096 1000.88485 1009.08302 1010.02443 1018.60884 1036.19083 1094.28960 1096.24818 1085.56551 1055.56410 1122.05082 1086.78047 1115.23380
1075.41368 1098.03591 1089.41759 1089.78856 1095.47699 1084.95643 1095.95280 1106.28734 1100.51368 1115.47575 1109.35156 1117.33673 1120.62083 1113.21701 1109.38130 1139.24279 1105.26764 1104.00517 1104.67607 1102.22807 1116.30893 1108.44720 1100.89600 1101.72244 1086.23367 1105.62400 1127.94726 1121.03921 1102.04525 1101.34082 1102.90119 1082.59349 1095.80246 1028.12455 1000.01271 1000.00000 1000.00000 1000.00000 1082.66182 1083.65159 1009.97811 1005.64148 1024.52388 998.10953 1000.60690 1024.76301 1047.98320 1018.26857 1000.27666 1000.00000
1086.26585 1058.78052 1000.25854 1004.85231 1000.05521 1021.38847 1000.15672 999.90440 1007.97428 1018.74430 1112.58676 1089.25851 1119.00219 1104.79100 1092.11990 1080.92412 1090.89415 1080.63834 1020.79146 1056.35216 1064.93886 1000.26459 1010.74384 1021.38314 998.94566 999.94276 1022.84724 1111.55077 1145.36836 1100.32565 1103.13756 1098.62497 1105.07103 1110.29466 1096.59071 1112.74710 1137.67844 1117.33785 1110.35405 1096.67770 1110.44517 1097.14762 1097.73703 1095.86870 1099.77722 1106.93718 1105.57798 1107.41741 1097.01080 1104.79458
1066.22939 1081.33614 1084.03858 1102.66119 1116.56660 1102.25102 1111.99490 1003.28434 999.59925 1015.27458 1022.72222 1000.17227 1000.73325 999.52272 1000.00000 1000.00000 1003.53917 1005.11460 999.75073 1032.15403 1000.02665 1000.00000 1006.63092 1000.36748 1002.62099 1005.61179 1006.54613 998.53306 1002.29495 1012.59984 1094.45802 1094.72032 1048.10559 1057.23494 1083.73927 1119.50545 1131.90784 1133.08857 1098.94271 1098.73461 1051.41972 1020.85493 999.81731 1041.94921 1104.92516 999.93026 1010.84388 1001.26827 1010.24253 1006.17513
1008.32761 999.68981 999.90835 1015.27101 1002.81871 999.87584 1004.97435 1012.82927 1004.82844 999.64445 1000.00000 1000.00000 1002.43006 999.71922 1000.00000 1000.00000 1000.00000 1000.00000 1000.00000 1000.00000 1000.00000 1000.00000 1000.00000 1004.47459 1051.97419 1090.99401 1080.79087 1083.57482 1089.33371 1097.46317 1067.60432 1109.03729 1103.06111 1050.69052 1077.12559 1112.20258 1075.68004 1088.39328 1091.35765 1117.97748 1091.31579 1098.90544 1088.91247 1090.54043 1089.45064 1105.83751 1075.14069 1096.79490 1108.11224 1093.24078
